id,title,handle,status,product_type,group,collections,price_eur,max_price_eur,total_inventory,tracks_inventory,inventory_policy,variants,unbuyable_dead_end,has_dimensions,dimensions_value,has_what_fits,has_lead_time,has_materials_craft,has_siblings,has_seo_title,has_seo_description,has_description,description_chars,description_under_200,has_image,image_count,online_store_url
16046416396613,Black Leather Coaster Set,black-leather-coaster-set,ACTIVE,Home Accessories,Other,SETS; Home Accessories,145.00,145.00,1,true,DENY,1,false,false,,false,false,false,true,true,true,true,329,false,true,4,https://www.oberndoerferco.com/en-de/products/black-leather-coaster-set
16046928953669,Blue Leather Coaster Set,blue-leather-coaster-set,ACTIVE,Home Accessories,Other,SETS; Home Accessories,145.00,145.00,1,true,DENY,1,false,false,,false,false,false,true,true,true,true,328,false,true,4,https://www.oberndoerferco.com/en-de/products/blue-leather-coaster-set
16045606666565,Brown Leather Coaster Set,leather-coaster-set-italian-calf-leather-brown,ACTIVE,Home Accessories,Other,SETS; Home Accessories,145.00,145.00,1,true,DENY,1,false,false,,false,false,false,true,true,true,true,329,false,true,4,https://www.oberndoerferco.com/en-de/products/leather-coaster-set-italian-calf-leather-brown
15610044186949,"Classic Leather Belt - Black, Round Buckle",black-classic-leather-belt,ACTIVE,Belt,Other,Products; Small Leather Goods,190.00,190.00,1,true,DENY,1,false,false,,false,false,false,true,true,true,true,413,false,true,9,https://www.oberndoerferco.com/en-de/products/black-classic-leather-belt
15610045530437,"Classic Leather Belt - Black, Squared Buckle",classic-leather-belt,ACTIVE,Belt,Other,Products; Small Leather Goods,190.00,190.00,1,true,DENY,1,false,false,,false,false,false,true,true,true,true,411,false,true,9,https://www.oberndoerferco.com/en-de/products/classic-leather-belt
14837318091077,Classic Leather Belt - Brown,classic-leather-belt-brown,ACTIVE,Belt,Other,Products; Small Leather Goods,190.00,190.00,1,true,DENY,1,false,false,,false,false,false,true,true,true,true,369,false,true,5,https://www.oberndoerferco.com/en-de/products/classic-leather-belt-brown
14838718824773,Classic Leather Belt- Handpainted,classic-leather-belt-handpainted,ACTIVE,Belt,Other,Products; Small Leather Goods,245.00,245.00,1,true,DENY,1,false,false,,false,false,false,false,true,true,true,448,false,true,5,https://www.oberndoerferco.com/en-de/products/classic-leather-belt-handpainted
16046961852741,Orange Leather Coaster Set,orange-leather-coaster-set,ACTIVE,Home Accessories,Other,SETS; Home Accessories,145.00,145.00,1,true,DENY,1,false,false,,false,false,false,true,true,true,true,330,false,true,4,https://www.oberndoerferco.com/en-de/products/orange-leather-coaster-set
9577046344005,Wine Holder Leather Box,wine-holder-leather-box,ACTIVE,Wine Case,Other,Trunks; Products,1625.00,1625.00,1,true,DENY,1,false,false,,false,false,true,false,false,false,true,586,false,true,8,https://www.oberndoerferco.com/en-de/products/wine-holder-leather-box
15967686951237,Black Geometric Sunglasses,black-geometric-sunglasses-made-in-italy,ACTIVE,Sunglasses,Sunglasses,Eyewear,350.00,350.00,1,true,DENY,1,false,false,,false,false,false,false,true,true,true,479,false,true,2,https://www.oberndoerferco.com/en-de/products/black-geometric-sunglasses-made-in-italy
15967689048389,Black Oversized Square Sunglasses,black-oversized-square-sunglasses-made-in-italy,ACTIVE,Sunglasses,Sunglasses,Eyewear,345.00,345.00,1,true,DENY,1,false,false,,false,false,false,false,true,true,true,466,false,true,2,https://www.oberndoerferco.com/en-de/products/black-oversized-square-sunglasses-made-in-italy
15966913134917,Black Rectangle Sunglasses,black-rectangle-sunglasses,ACTIVE,Sunglasses,Sunglasses,Eyewear,390.00,390.00,1,true,DENY,1,false,false,,false,false,false,false,true,true,true,479,false,true,2,https://www.oberndoerferco.com/en-de/products/black-rectangle-sunglasses
15967677743429,Black Slim Rectangle Sunglasses,black-slim-rectangle-sunglasses-made-in-italy,ACTIVE,Sunglasses,Sunglasses,Eyewear,325.00,325.00,1,true,DENY,1,false,false,,false,false,false,false,true,true,true,468,false,true,2,https://www.oberndoerferco.com/en-de/products/black-slim-rectangle-sunglasses-made-in-italy
15967620268357,Black Square Sunglasses,black-square-sunglasses,ACTIVE,Sunglasses,Sunglasses,Eyewear,350.00,350.00,1,true,DENY,1,false,false,,false,false,false,false,true,true,true,448,false,true,2,https://www.oberndoerferco.com/en-de/products/black-square-sunglasses
15967200575813,Green Rectangle Sunglasses,green-rectangle-sunglasses,ACTIVE,Sunglasses,Sunglasses,Eyewear,390.00,390.00,1,true,DENY,1,false,false,,false,false,false,false,true,true,true,520,false,true,2,https://www.oberndoerferco.com/en-de/products/green-rectangle-sunglasses
